,title,category
25,‘신의 한 수’가 된 감자… 윤대인 삼천당제약 회장 아들 지분가치 1조원 이상 급등,Economy
26,"비트코인, 1억원대 횡보…기요사키 “위기=기회” VS 골드만 “바닥권”",Economy
27,"""한 대당 250만원 더 내야할 판""…중고차 업계 '초비상'",Economy
28,'우회로' 홍해도 막히나...원유 수송·수출길 '비상',Economy
29,호르무즈 이어 홍해도 막히나… 유가 폭등·수출길 '초비상',Economy
30,"오피스·주거타운 동시 대개조… 여의도, 新마천루 시대 열린다",Economy
31,1520원 넘나든 환율… 조여오는 ‘S의 공포’,Economy
32,[기획] 홍해·호르무즈 ‘쌍봉쇄’ 임박… 벼랑끝 韓경제,Economy
33,‘회생 연장’ 홈플러스 ‘운명의 날’…익스프레스 매각 여부에 생사 달려,Economy
34,포장용기·비닐까지 웃돈 주고 구매…“당장 음식값 올릴 수밖에” [물가 연쇄 쇼크],Economy
35,"LG화학 ""2030년 반도체·전장소재 매출 2배로""",Economy
36,"[집중진단] 트럼프 ""이란 석유 갖고 싶어""…지상전 확전 시, 유가200달러 직행",Economy
37,유가 상승→금리 인상?…간단치 않은 셈법,Economy
38,"[주간증시전망] 외국인 2조 던지고 탈출, 개인이 매수로 코스피 5200선 사수",Economy
39,'나프타' 숨통 텄다…오늘 러시아산 2만7000t 들어온다,Economy
40,"코스피, 중동 긴장에 3% 가까이 하락…환율 1,515원대",Economy
41,"“햄버거 1000원·백반 4000원?”...‘극가성비’ 식당 찾아 ‘거지맵’ 뒤지는 청년들, 왜 이럴까",Economy
42,확전 우려에 환율 이번주 1530원 가나 [美·이란 전쟁],Economy
43,[단독] 상속농지 1년새 급증…‘여의도 45배’ 늘었다,Economy
44,정부 “종량제봉투 충분… 가격 인상 없다” [美·이란 전쟁],Economy
45,홍해 봉쇄되면 유럽수출 ‘동맥’ 막혀… 희망봉 우회 땐 운임 폭등 [美·이란 전쟁],Economy
46,비닐·그릇값 30% 급등… “35년 장사하면서 처음” [美·이란 전쟁],Economy
47,후티 참전 선언에 산업계 ‘홍해 봉쇄공포’…‘물류 동맥경화’ 현실화 임박,Economy
48,러시아산 나프타 2.7만톤 오늘 도착…LG화학 대산단지에 투입,Economy
49,"경쟁사 넘는 포상금 제안도 거절했다…""이기적"" 삼성 노조 향한 비판 목소리",Economy
50,"""TV 안팔리네…"" 가전 빅2, 공장 덜 돌리고 프리미엄 집중",Economy
51,"이란전쟁 격화에 코스피 5,200선 후퇴...환율 1,520원 돌파",Economy
52,"""배달장사 못할 판"" 사장님 비명…포장 용기값 40% 넘게 뛰었다",Economy
53,대출 더 막힌다… 주담대 규제 강화에 실수요자 ‘비상’,Economy
54,은퇴 후 천만 원 넘기면 건강보험료 폭탄? [이슈콘서트],Economy
55,서울 기름값 2천 원 코앞...'기습 인상' 주유소 단속,Economy
56,"뼈를 깎은 흑자전환… 정철동 LGD號, 2년간 인력 12% 줄였다",Economy
57,네이버파이낸셜·두나무 합병 주총 8월로 연기…“인허가 승인 위해 노력”,Economy
58,4월은 잔인한 달?…월급 찔끔 올랐다고 건보료 20만원 더,Economy
59,자사주 소각 피하는 기업들… '정관' 고쳐 무더기 출구 전략,Economy
60,삼전 2% 떨어질 때 하이닉스는 5% 하락…“매출 편중도가 하락률 갈라” [마켓시그널],Economy
61,유가 쇼크·美 규제 '원투펀치'…비트코인 7만 달러 무너졌다,Economy
62,"호도, 왜곡, 사재기… 넘치는 쓰레기봉투 왜 '품귀 현상' 빚고 있나",Economy
63,주담대 7% 돌파…대출액 크면 이자 더 낸다,Economy
64,"LG화학 ""2030년까지 전자소재 매출 2조로 2배 키우겠다""",Economy
65,"""나프타 3일치 숨통""…러시아산 확보에도 수급 불안 '여전'",Economy
66,"""조선·해운은 곧 에너지안보… 자국선 발주 늘려야 강해진다"" [지상대담]",Economy
67,풍선 부는 헬륨 아냐…반도체 멈출 '8주의 시한폭탄',Economy
68,"부동산 대책, 다주택자들 ‘고민’…“10명 중 6명, 효과 기대”",Economy
69,"(주)한화, 고려아연 지분 팔아 한화솔루션 증자 참여하나…지분 매각 추진설",Economy
70,서울 강남 등 다주택 임대 사업자 15명 세무조사,Economy
71,"""IMF 위기 때와 버금가는 최악의 수준""…환율, 결국 1,520원 넘어",Economy
72,호르무즈·홍해 사상 첫 ‘이중봉쇄’ 우려…글로벌 에너지 공급망 위기,Economy
73,"정부, 비축유 활용해 나프타 확보…석유공사·업계 '수급 협의체' 가동",Economy
74,"네이버-두나무, '20조 빅딜' 3개월 연기…공정위 심사 지연 '발목'",Economy
75,[핫클립] 기름값·환율 ‘쌍끌이’ 악재…멈춰 서는 장거리 노선,Economy
76,"외국인들, 이달 코스피에서만 32조 던졌다…역대 최대",Economy
77,“정유·화학 추천종목 당분간 전혀 없습니다만”…그래도 산다면 ‘이 종목’,Economy
78,환율 1520원 돌파…30조 매도한 외국인 언제 돌아오나,Economy
79,"반값, 적금, 이익공유…초기 부담 낮은 ‘공공분양’, 청약 판도 바꿀까",Economy
80,마이크론·서클 추격 매수하다 '눈물'…나스닥100·테슬라 순매수[서학픽],Economy
81,월요일부터 출렁…중동발 불안에 환율 1520원 넘고 코스피 5300선 붕괴,Economy
82,러시아산 나프타 2.7만톤 오늘 들어온다…LG화학 대산단지 투입,Economy
83,유가 폭등에 코스피 21일 만에 5300선 붕괴,Economy
84,증시 변동성 확대에 거래대금↑…증권사 실적 기대감,Economy
85,"""전쟁충격 예상보다 크지 않아""…역사적 학습효과로 美증시 선방",Economy
86,주말만 지나면 '검은 월요일'...코스피 3% 가까이 내려,Economy
87,"터보퀀트가 HBM 호재?… 주가 급락에도 증권가는 ""삼전 매수""",Economy
88,동남아 차 전쟁… 韓 공급망·中 저가차·日 하이브리드,Economy
89,"한화오션·HD현대중, 캐나다 사절단 만난다…잠수함 수주전 승기 잡나",Economy
90,"[투자의 창] 퇴직연금, 글로벌 분산 투자가 답이다",Economy
91,[연합뉴스 이 시각 헤드라인] - 18:00,Economy
92,美 '로봇 안보법' 발의…韓기업 수혜 보나,Economy
93,포탄은 중동에 터졌는데...CDS 프리미엄 韓 더 떨어진 까닭은?,Economy
94,"""메모리 공급난에 터보퀀트 각광""",Economy
95,“직장인들만 세금 잘내면 뭐해요”…부촌 임대업자 2800억원 탈루,Economy
96,"[김지영의 생존투자] 韓, 선진 국채클럽 입성… 75조 유입에 구조적 저평가 해소될까",Economy
97,"[이슈&트렌드] 미국산·러시아산 원유, 얼마나 대체할 수 있을까",Economy
98,"외국인, 32조 역대급 '투매'...극도의 위험회피 [마켓톡톡]",Economy
99,공모주 관심 뜨거운데…눈에 띄는 '대어' 없네,Economy
100,"반·전 노리는 LG화학…""전자소재 매출 2배로 키울 것""",Economy
101,"""채권값 더 떨어진다"" … 줄지않는 하락 베팅",Economy
102,길어지는 이란전쟁에 … 개미도 힘 빠졌나,Economy
103,"[자막뉴스] 유류할증료만 100만 원? 셧다운 '공포'…""한국 항공 역사상 처음 있는 일""",Economy
104,잘나가던 그룹ETF … 이란전쟁에 급제동,Economy
105,"전쟁 한 달 ‘그룹주 ETF 희비’…한화 선방, 현대차·삼성 약세",Economy
106,국내 증시 주도하는 ‘큰손 개미’는 서울 거주 50대 남성,Economy
107,"한화솔루션, 유상증자 반발 진화 안간힘… “미래 신기술 선점·재무 건전성 위한 선택”",Economy
108,재건축에 고덕비즈밸리까지…‘직주근접’ 강동으로 인구 몰려,Economy
109,"[단독] ‘초저가 수수료’ 메리츠…거래액은 1위, 수익은 하위",Economy
110,학군·교통·일자리 삼박자…1만여 가구 미니신도시로 탈바꿈 [정비사업 현장을 가다],Economy
111,[단독] 배민·쿠팡이츠 경쟁자 또 나온다…신한 이어 하나은행도 배달앱 도전,Economy
112,"D램값 10배 뛰고 HBM도 불티…삼성전자, 메가사이클 타고 ‘퀀텀 점프’",Economy
113,"삼성전자 ""업계 최고대우""…노조 ""성과급 한도 없애라""",Economy
114,"하루 새 214원 올려...李 ""에너지 문제 잠 안 와”",Economy
115,"끝 안 보이는 중동전쟁…환율 1,520원 넘고 코스피 5,300 아래로",Economy
116,다주택자 남은 시간은 2주…'급매냐 버티기냐' 눈치싸움,Economy
117,"동국제약, 30년 쌓은 DDS 기술력…“장기지속 주사제 연내 기술이전” [바이오리더스클럽]",Economy
118,"삼성 ""日 중요성 커졌다""…도쿄에 해외 2번째 싱크탱크",Economy
119,중동 전쟁 한 달…반도체주 '울상'인데 건설주는 원전 덕에 '일단 미소',Economy
120,미국 기업 담는 신규 ETF 우르르…오는 31일에 나란히 상장,Economy
121,"""이란 전쟁 언제까지"" 금융시장 '출렁'…환율 급등·증시 급락",Economy
122,"""2주 후면 레미콘 공급 중단""...건설현장 덮친 '나프타 쇼크'",Economy
123,'업계 최고 보상'에도 깨졌다…삼성 노사 합의 중단 까닭은?,Economy
124,[휴온스바이오파마 IPO] ④중국 상륙한 '휴톡스'...매출 저변 확대,Economy
125,"'역대급 마진, 그림의 떡'…기름값 2천원 문턱에도 속 타는 정유사들",Economy
126,"중동 확전 현실화…환율 1520원 선도 뚫어, '러·우 전쟁 악몽’ 되살아나",Economy
127,"대한항공, 부산에 2000억 원 투자해 신규 공장 추진",Economy
128,"유가·환율 치솟자 亞증시 주르륵…코스피, 심리적 저항선도 위태",Economy
129,"고유가, 소비 패턴 바꿨다...전기차 판매 신기록",Economy
130,러시아산 나프타 2.7만톤 오늘 도착…LG화학 대산단지 투입(종합),Economy
131,애경케미칼 상한가…TPC 최초 양산 기대,Economy
132,"HMM, 돌연 임시 이사회 개최…'본사 부산 이전' 강행",Economy
133,"""강남 반값 로또 vs 현실 당첨 가능성""…서초·신길 청약 전략은?",Economy
134,달러·원 1520원 돌파…금융위기 이후 17년 만(종합2보),Economy
135,나프타 수급 불안에 脫플라스틱주 들썩,Economy
136,출구 못 찾는 전쟁…8거래일째 '셀 코리아',Economy
137,비트코인이냐 금이냐... 이 사람의 입을 주목하라,Economy
138,IPO ‘단타→장투’ 전환 고삐 죈다…‘코너스톤’ 도입 속도전 [시그널],Economy
139,"""업계 최고 대우 받는데..."" 반도체-바이오 초유의 동시 파업 위기 닥친 삼성",Economy
140,유탄 맞은 '보험사 배당',Economy
141,비상 걸린 '은행 건전성',Economy
142,"배병주 ""美 공장 결근율 20%…韓 로봇에 기회""",Economy
143,홈플러스 '운명의 날' D-1…맥 빠진 인수전,Economy
144,러시아산 나프타 2만7000톤 확보…민관 '원팀' 발빠른 대응,Economy
145,"""이란 내 원유 장악"" 트럼프 한마디에 코스피 급락 휘청",Economy
146,"에이비엘바이오, 네옥 바이오에 2,500만달러 지원…""ADC 개발 가속""",Economy
147,[퇴근길머니] 휘발유 '2천원 시대'...금융권 비상대응TF 발동,Economy
148,"IMA 효과낸 한국투자증권, 1조 육박 실적으로 독주…하나銀 2위 ‘대약진’ [시그널]",Economy
149,"외국인 '2조 순매도' 배터리·방산 갈아타…개인, 오늘도 삼전닉스 '매집'",Economy
150,"석화업계, 나프타 확보 총력전 …'러시아산'까지 수입",Economy
151,고유가에 항공사 '비상경영'… LCC는 노선 대폭 축소,Economy
152,"""거위 배 가르나""..국가 명운 걸린 'K반도체' 볼모로 잡은 삼성노조",Economy
153,코스피 지수 흐름이 ‘민스키 모델’과 비슷?…‘버블 붕괴’ 불안한 개미들,Economy
154,"“한 달 묶였던 배 움직였다”…中 선박, 호르무즈 ‘탈출’ 재시도",Economy
155,"[속보] 환율 1520원 돌파, 금융위기 이후 처음…“불타는 환율에 ‘추경 기름’ 끼얹어” 국힘 비판",Economy
156,한진그룹 경영권 분쟁 다시 불붙나,Economy
157,"""납품 밀리고 공정 늦어진다""…나프타 쇼크에 건설현장 비상",Economy
158,"[D리포트] ""2,800억 원 탈세""…아파트 200채 가진 임대사업자 등 세무조사 착수",Economy
159,'나도 고액 주담대?'...내달부터 '이 금액' 넘으면 이자 더 낸다,Economy
160,러시아 나프타 한국 들어왔다… LG화학 2.7만톤 수입,Economy
161,"""보험료 1000% 폭등""…호르무즈 막히자 물가 '도미노 쇼크' 온다",Economy
162,"삼성, '꿈의 1나노 공정' 도입한다…빅테크 유치 총력",Economy
163,"에이비엘바이오, 美 네옥 바이오에 377억 지원…이중항체 ADC 임상 가속",Economy
164,"사람은 늘 합리적이진 않죠…인간의 탐욕, 사회의 광기가 투기 부채질",Economy
165,"진성준 ""부동산 보유세, 7월 세제개편 포함 가능성 상당"" ",Economy
166,호르무즈 이어 홍해까지 막히나…나프타 수급 위기 장기화,Economy
167,"산업부 ""러시아산 나프타 2만 7000t 오늘 국내 도착""",Economy
168,'좋은' 투자 vs '나쁜' 투기…그 미묘한 경계선[커버스토리],Economy
169,호르무즈·홍해 ‘쌍봉쇄’에 환율 1520원 뚫렸다…체감은 이미 1580원대,Economy
170,"에이비엘바이오, 美 네옥 바이오에 377억 투자",Economy
171,“실물경제 방파제” 압박에…은행권 ‘14조 뉴머니’ 풀었다,Economy
172,“리츠 상장 못하겠는데…” 부동산 금융 시장도 이란전 유탄,Economy
173,가상자산사업자 대주주 심사기준 구체화…트래블룰도 전면 강화,Economy
174,기름값·공공요금·대출금리...'노 킹스'에 기름부은 美경제 3중고,Economy
175,4월부터 ‘고액 주담대’ 문턱 더 높아진다…가산금리 최대 0.25%p↑,Economy
176,강남만 뚝뚝…외곽 지역이 끌어올리는 서울 집값,Economy
177,‘공사비 2.1조’ 압구정4구역 삼성물산 단독 참여로 유찰…재입찰 수순 돌입,Economy
178,'샤워시간 줄여야하나'…호주까지 생산 차질 '초비상',Economy
179,AI·전력망 수요 확대 수혜 … LS전선 역대 최대 실적 내,Economy
180,"LG화학, 반도체·전장 매출 2배 키운다",Economy
181,"""2,800억 탈루""…강남3구·기업형 임대업자 세무조사",Economy
182,"""비닐 대량 주문 안 받아…플라스틱병도 위태"" 나프타 대란 전방위로",Economy
183,"홈플러스 익스프레스 인수전…유진그룹 불참, 흥행 '빨간불'",Economy
184,'90조 단비 빨리 왔으면'…환율 무섭게 오른다,Economy
185,日금융시장 출렁…닛케이 2.79% 하락·엔달러 160엔 돌파,Economy
186,고액 주담대 가산금리 ↑… 2.49억 넘으면 최대 0.25%포인트 인상,Economy
187,"""10만원, 싸서 문제?""...'나프타 불안' 가격 인상도 못 막는 '현수막 공해' [오승혁의 '현장']",Economy
188,스타필드·아산병원 옆 청라 오피스텔 '관심',Economy
189,"'호르무즈 리스크' 뚫고 LNG선 릴레이 수주…""발주처 다변화 좋아""",Economy
190,"수서·가양·번동 노후임대, 6329가구 '분양+임대'로",Economy
191,'175조' 중동 건설시장 위험…이르면 5월 '셧다운 공포',Economy
192,첨단소재 전환 선언 LG화학…주총 앞두고 표 대결 예고,Economy
193,"""역대급 보상안이라는데"" 삼성전자 교섭중단…""반도체 골든타임 놓치나"" 우려",Economy
194,'건물위 공원' 놓고 엇갈린 서울시·국토부,Economy
195,"공시지가로 증여세 신고해도 법원 ""시가로 다시 세금 내야""",Economy
196,"한화솔루션 ""태양광 정상화로 수익성 개선""…유증 통해 재무부담 완화",Economy
197,다주택 임대업자 세무조사‥2천800억 탈루 의심,Economy
198,"산업부 ""러시아산 나프타 2.7만톤 오늘 국내 도착""",Economy
199,"거래소, 3월 폭락장에 ""불법 공매도 발견 안돼""",Economy
200,정부 압박에 가격 못 올리는데… 닭값 급등에 난감한 치킨 프랜차이즈,Economy
201,"한화그룹, 홍콩서 고려아연 지분 매각 추진 중... 한화솔루션 유증 자금 마련하나",Economy
202,"“빅테크들 2나노 중심으로 많이 찾아와”…삼성 파운드리, ASIC 열풍·공급병목에 러브콜 이어진다",Economy
203,결국 1520원 넘긴 원·달러…금융위기 후 17년만 처음(종합2보),Economy
204,중동 사태에 치솟는 기름값…에너지공기업 재무구조 개선 난감,Economy
205,"한화솔루션의 ‘답 없는’ 유상증자…“김동관, 주주에겐 리스크”",Economy
206,석유 최고가격제 통했다…美日보다 기름값 상승률 낮은 韓,Economy
207,"""백도어 우려""…'中로봇 철퇴' 나선 미국에 로봇주 '수혜' 전망",Economy
208,"원·달러 환율, 결국 1520원 넘었다…금융위기 이후 처음",Economy
209,"한인수 KAIST 교수 “터보퀀트, 모든 AI 모델 적용 가능…확산 빨라질 것”",Economy
210,"외국인 매도·고유가 겹치며… 환율 1520원 돌파, 천장이 안 보인다",Economy
211,“금 대신 ‘이것’ 사라”…증권가 콕 찍은 투자처,Economy
212,"중동발 불안에 환율 1,520원 넘어…금융위기 이후 처음",Economy
213,“주인 바뀐 뒤 매출 63%↑”…17년차 점주가 짚은 맘스터치의 전환점 [인터뷰],Economy
214,중동 전쟁에 종량제봉투 판매 네 배로…기후부장관 “만약의 상황 오면 일반 봉투 허용”,Economy
215,"방미통위원장 ""BTS 넷플릭스 중계, 부정적으로만 볼 일 아냐""",Economy
216,[투자 노하우] 성과 없는 협상론에 뉴욕증시 또 하락…다우 1.7%↓,Economy
217,"압구정4구역, 삼성물산 단독 응찰로 유찰…재입찰 수순",Economy
218,"""송파 세모녀 사건 다시 없도록""…주거급여법 개정안 소위 통과",Economy
219,"중동發 유가 폭등에 증시 흔들…""이익 보는 눈 더 중요해졌다""",Economy
220,제2의 말차는 ‘흑임자’? 주목받는 K-흑임자 라테 [식탐],Economy
221,중동 전쟁 '변동성 장세' 증권사 수익 '날개'…삼성·미래 '2조 클럽' 눈앞,Economy
222,삼성전자 “업계 최고 특별포상 노조에 제안”…노조는 꿈쩍안해,Economy
223,난청 신약 개발 나선 뉴라클사이언스…6월 임상 결과에 ‘사활’,Economy
224,1조 기대했는데 107억…'신용·심사·금리' 자영업 대출 대환 막았다,Economy
225,"코웨이, 시몬스·에이스 60년 아성 깼다…침대 시장 1위 등극",Economy
226,중복상장 금지에 PE업계도 멘붕…회수 길 막히고 투심 급랭,Economy
227,'유니버스' 해체 후 선회한 G마켓·쓱닷컴…경쟁 구도 '제로섬'으로,Economy
228,삼성도 뛰어든 얼음정수기 시장…두 달여 만에 또 신제품 낸 LG,Economy
229,[뉴욕증시 전략] M7 5일간 '1700조원' 증발…뉴욕증시 조정장 진입,Economy
230,"비트코인 '상승 베팅' 폭증…""하락 신호"" 이유가?",Economy
231,중동 정세·마지막 FOMC 남은 파월…코스피 야간선물 주목,Economy
232,"새 출발하는 애경산업, 문제는 '중국'과 '스킨 케어'",Economy
233,"퇴직 은행원 재채용 확산…""조기퇴직 부추겨"" vs ""생산성 제고""",Economy
234,흑석동 국평 분양가 30억...치솟는 가격에 한숨만 '푹푹',Economy
235,휘발유 전국 최고가 '2498원' 나흘째↑…서울 경유 1900원 돌파,Economy
236,"증시 악재 한꺼번에...""월요일만 되면 돈 삭제"" 개미들 공포",Economy
237,"전쟁에 흔들린 증시, ETF가 변동성 더 키웠다… 코스피 3% 하락",Economy
238,'경쟁사회 민낯'을 게임으로...배틀그라운드 왜 다시 인기인가,Economy
239,러시아산 나프타 확보…'2.7만t' 들어온다,Economy
240,석유가격제의 역설…가격왜곡 정책에 정유사·주유소 '전전긍긍',Economy
241,HMM 이사회 ‘부산 이전’ 의결… 9부 능선 넘었다(종합),Economy
242,[단독] HBM 매출 3배…삼성 영업익 40조 눈앞,Economy
243,[애프터마켓 브리핑] 전기차 보조금 확대·유가 급등 2차전지 호재,Economy
244,"삼천당제약, 美 업체와 경구용 비만·당뇨 치료제 독점 계약",Economy
245,"[단독] ""2년간 조사 1건뿐""...중개 카르텔, 알고도 못 잡았나",Economy
246,"‘사재기’ 말고 ‘덜 버리기’···비닐·플라스틱 없이 사는 삶, 그래도 불편하지 않다",Economy
247,양도세 중과 앞두고...서울 아파트 매물 두 달 새 40% 급증,Economy
248,재무개선 수단으로 ‘자산 재평가’ 확산…저PBR 정책에 속도 더 붙을까,Economy
249,"HMM, 부산 이전 강행 수순…5월 주총서 최종 결정",Economy
250,"'2배 수익' 500만원→130억 맡긴 고객도...""지금 투자할 곳"" 영PB들 찍었다",Economy
251,"고유가·고환율에 짓눌린 증시…증권가 ""반도체주 유효, 항공주는 타격""",Economy
252,"삼천당제약, 美 ‘경구용 GLP-1’ 독점 계약…“순이익 9:1배분”",Economy
253,[단독] 프라이팬·냄비까지 소비재 물가도 뛴다,Economy
254,"""축의금 얼마나""…결혼 식대 '코스식' 평균 11.9만원, '뷔페식'은?",Economy
255,믿었던 美 클래리티법도 '암초'…비트코인 6.5만불 터치,Economy
256,"환율 1520원 돌파, 코스피 3% 가까이 하락⋯중동전쟁 여파 이어져",Economy
257,"한창제지, 액면병합∙자산재평가 투트랙…실적은 '시험대'",Economy
258,주총 시즌 마무리...'자사주 소각' 피하는 정관변경 늘었다,Economy
259,수원 탑동 이노베이션밸리 첫 삽…첨단 R&D 도시 미래 연다,Economy
260,중동 알루미늄 생산시설 피격에…삼아알미늄 7%↑[핫종목],Economy
261,‘전쟁 직격탄’ 코스피 3일 연속 하락…5200선으로 후퇴 [투자360],Economy
262,"코스피, 중동 긴장 고조에 3%가량 하락 5,270대 마감",Economy
263,美의회 ‘적성국 로봇 사용금지법’ 발의…中 견제에 韓 호재,Economy
264,가을에 팔 채소가 없다…비닐 대란에 대형마트 비상,Economy
265,중동발 불안에 코스피 2.97% 내린 5277.30 마감…장중 한때 5%대 급락,Economy
266,"""집에만 있던 남편, 다시 지점장"" 눈물의 다림질...'후반전' 뛰는 퇴직 은행원",Economy
267,"삼성·SK하닉, 올 첫분기 영업익 70조 넘나…'고수익 구조' 굳힌다",Economy
268,"""자잿값 40% 뛰고 그마저도 수급 불안""…건설현장 '4월 위기설' 확산",Economy
269,이란 전쟁 장기화에 코스피 3% 급락…유증 논란 한화솔루션은 2.7% 올라,Economy
270,고액 주담대 가산금리 오른다…4월부터 최대 0.25%p↑,Economy
271,"트럼프 ""이란 석유 장악"" 언급에 코스피 한때 5% 하락",Economy
272,"삼성전자 ""업계 최고 보상 제시했는데⋯"" 교섭 중단 입장 표명",Economy
273,정부 ‘부동산 보유세’ 카드 쓸까…진성준 “7월 세제개편 포함 가능성 상당”,Economy
274,"복합 위기에 허리띠 졸라 맨 유통사...투자, 고용 다 줄였다",Economy
275,"삼전·하이닉스 약세 마감...증권가 ""매수기회""",Economy
276,[르포] “1.3조원 한강뷰 프로젝트” 대우건설·롯데건설 격돌…성수4지구 현장 가보니,Economy
277,"""반도체 볼모, 이기적 처사"" 삼성전자, SK하닉 넘어서는 '특별포상금' 제안했건만...",Economy
278,"대한항공, 1분기 실적 개선 전망…증권가 “항공우주·방산, 중장기 축”",Economy
279,"한화솔루션, 유증으로 태양광 반등 노린다…""1분기 흑자 전환 기대""",Economy
280,오락가락 트럼프에 코스피 한때 5% 급락…증시 충격파,Economy
281,"""전쟁 여파 못 피했다""…코스피 3% 하락, 환율 1515.7원",Economy
282,다음 달 수도권 2.3만 가구 분양…서울 장위·노량진·이촌에 공급,Economy
283,"산업부 ""러시아산 나프타 첫 확보…2.7만톤, 오늘 도착""(종합)",Economy
284,"삼성 노조, ""경쟁사보다 더 준다""는 파격 제안도 거부",Economy
285,"[단독]롯데·신세계, 시설투자 20% 줄였다...점포 '옥석가리기'",Economy
286,반도체 투톱 ‘삼성·SK하닉’…주가 부활 신호탄 노린다,Economy
287,고액 주담대 가산금리 오른다…4월부터 최대 0.25%p↑,Economy
288,한화솔루션 ‘유증’ 논란 일파만파…안철수도 비판,Economy
289,"삼성물산, 압구정4구역 단독 입찰… 1차 유찰로 재입찰 불가피",Economy
290,중동전 이후 코스피 15% ‘급락’… 美日보다 낙폭 컸다,Economy
291,"“전세금은 굴리고, 세금은 숨겼다”… 3,141채 뒤 2,800억 탈루 정조준",Economy
292,"[주총 포커스] 대성하이텍, 자본전입 카드…재무 부담은 '과제'",Economy
293,비강남 국평 분양가가 28억…비싸도 이어지는 ‘완판’ 행렬,Economy
294,"""SK하이닉스보다 더 준다는데""..협상 중단한 삼성 노조, 왜?",Economy
295,"연봉 '절반'에 고급인력을...2000명 희망퇴직, 1000명 다시 뽑는 은행권",Economy
296,"“전업 남편, 집안일도 안 하면 어떡하니”…‘외벌이’ 아내가 가사 노동도 1.5배 더",Economy
297,"“AI+스테이블코인, 4년 뒤 4000조 돌파…네이버·두나무 주목”",Economy
298,도시가 공장 된다 … AI로 제조 대전환,Economy
299,방산·원전으로 제조업 재건 속도…SMR 중심 생태계 복원,Economy
300,"코스피, 외인 2조 '팔자' 5200선까지 밀려…환율 1515원↑",Economy
301,현대위아 '열·동력' 잡고 미래차 주도권 노린다,Economy
302,"산단 품은 대학… 국립창원대,미래인재 키운다",Economy
303,"엔비디아·AMD 러브콜…삼성전자, HBM4·파운드리 동시 반등",Economy
304,"'영업익 10%'도 안 통했다…삼성 노사, 파업 긴장 고조",Economy
305,"현대로템, 지상 넘어 우주로…종합 방산기업 도약",Economy
306,시끄러운 종량제 봉투… 전쟁통에 중고 플랫폼 ‘불법거래’ 횡행,Economy
307,"""이미 본업 적자인데""…중동사태 추가부담 카드업계 '울상'",Economy
308,3기 신도시 광역철도 순항 … 창릉·왕숙·교산지구 철도망 내년 착공,Economy
309,"코스피, '중동 확전 우려'에 3% 가까이 하락... 5270대 마감",Economy
310,“아파트보다 더 인기네”...서울 오피스텔값 14개월째 상승,Economy
311,"트럼프 ""이란 석유장악"" 언급에 코스피 한때 5%↓…증시 충격파(종합)",Economy
312,"코스피, 중동 전쟁·유가 급등에 2.97% 하락…외국인 8거래일 연속 순매도(종합)",Economy
313,"“중동 리스크, 지긋지긋하다”…코스피 3% 급락, 외국인 2조 던졌다",Economy
314,'호르무즈 봉쇄 한달' 수백억 손실…항공·해운 2Q부터 손실 본격화,Economy
